Código,Fecha Depósito,Nombre entidad que deposita,Texto depositado,Pólizas/Cláusulas,Temas,Res. Autoriza,Res. Prohibición
POL193016,Res. 063 del 29/03/1993,ASOCIACION DE ASEGURADORES DE CHILE A.G.,Poliza de Transporte Maritimo para Carga A.Modificada por Res. 169 de 27.07.95 	,,"- MODELO PROHIBIDO
- Transportes y Cascos
", - ,171 del 19/06/2014
POL193017,Res. 063 del 29/03/1993,ASOCIACION DE ASEGURADORES DE CHILE A.G.,Poliza de Transporte Maritimo para Carga B.Modificada por Res. 169 de 27.07.95	,,"- MODELO PROHIBIDO
- Transportes y Cascos
", - ,171 del 19/06/2014
POL193018,Res. 063 del 29/03/1993,ASOCIACION DE ASEGURADORES DE CHILE A.G.,Poliza de Transporte Maritimo para Carga C.Modificada por Res. 181 de 24.11.94.Modificada por Res. 169 de 27.07.95	,,"- MODELO PROHIBIDO
- Transportes y Cascos
", - ,171 del 19/06/2014
POL193021,Res. 063 del 29/03/1993,ASOCIACION DE ASEGURADORES DE CHILE A.G.,Poliza para Alimentos Congelados A (Excluyendo Carne Congelada).Modificada por Res. 169 de 27.07.95	,,"- MODELO PROHIBIDO
- Transportes y Cascos
", - ,171 del 19/06/2014
POL193022,Res. 063 del 29/03/1993,ASOCIACION DE ASEGURADORES DE CHILE A.G.,Poliza para Alimentos Congelados C (Excluyendo Carne Congelada).Modificada por Res. 169 de 27.07.95 	,,"- MODELO PROHIBIDO
- Transportes y Cascos
", - ,171 del 19/06/2014
COP193015,Res. 050 del 04/03/1993,CIA. DE SEGUROS LA CHILENA CONSOLIDADA S.A.,"Clausula Amplia de Perdida Total Solamente, opcional a: Poliza de Seguro Para Vehiculos Motorizados, codigo POL 1 92 120.Modificada por Res.163 de 03.08.93.Eliminada por Res.179 de 26.05.98.	",,"- Eliminadas
", - , - 
POL193010,Res. 045 del 26/02/1993,CIA. DE SEGUROS LA CHILENA CONSOLIDADA S.A.,Poliza de Garantia para Casas de Cambio.	,,"- Garantías y Fidelidad
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
POL193011,Res. 045 del 26/02/1993,CIA. DE SEGUROS LA CHILENA CONSOLIDADA S.A.,Poliza de Garantia.	,,"- Garantías y Fidelidad
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
POL193012,Res. 046 del 26/02/1993,CIA. DE SEGUROS GENERALES EUROAMERICA S.A.,Poliza de Fidelidad Funcionaria para Empleados Particulares.	,,"- Garantías y Fidelidad
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
POL193013,Res. 046 del 26/02/1993,CIA. DE SEGUROS GENERALES EUROAMERICA S.A.,Seguro de Garantia.	,,"- Garantías y Fidelidad
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
POL193014,Res. 047 del 26/02/1993,CIA. DE SEGUROS LA CHILENA CONSOLIDADA S.A.,Poliza de Seguros de Garantia Corredores de Bolsa y Agentes de Valores.	,,"- Garantías y Fidelidad
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
COP193009,Res. 040 del 24/02/1993,ASOCIACION DE ASEGURADORES DE CHILE A.G.,"Clausula de Perdida Total Solamente,opcional a: Poliza de Seguro para Vehiculos Motorizados, codigo POL 1 92 120.Eliminada por Res.179 de 26.05.98.	",,"- Eliminadas
", - , - 
CAD293007,Res. 039 del 23/02/1993,INTERAMERICANA CIA. DE SEGUROS DEVIDA S.A.,"Clausula de Beneficio de Renta Mensual, adicional a: Seguro de Vida con Valores Garantizados, codigo POL 2 92 066, Seguro de Vida sin Valores Garantizados, codigo POL 2 92 090, Poliza de Seguro de Vida Individual con Valores Garantizados, codigo POL 2 95 033, y Poliza de Seguro de Vida sin Valores Garantizados, codigo POL 2 95 036.Modificada por Res.049 de 13.03.95.	",,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
CAD293008,Res. 039 del 23/02/1993,INTERAMERICANA CIA. DE SEGUROS DE VIDA S.A.,"Clausula de Cobertura Temporal de Vida, adicional a: Seguro de Vida con Valores Garantizados, codigo POL 2 92 066, Seguro de Vida sin Valores Garantizados, codigo POL 2 92 090, Poliza de Seguro de Vida Individual con Valores Garantizados, codigo POL 2 95 033, y Poliza de Seguro de Vida sin Valores Garantizados, codigo POL 2 95 036.Modificada por Res.049 de 13.03.95.	",,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
CAD293006,Res. 029 del 08/02/1993,ASOCIACION DE ASEGURADORES DE CHILE A.G.,"CLAUSULA DE RENTA VITALICIA CON PERIODO GARANTIZADO DE PAGO, ADICIONAL A: POLIZA DE RENTA VITALICIA INMEDIATA, CODIGO POL 2 88 001, Y POLIZA DE RENTA VITALICIA DIFERIDA, CODIGO POL 2 88 002.MODIFICADA POR RES.003 DE 04.01.96. DEJADA SIN EFECTO A CONTAR DEL 19/08/2004, POR RES. 385 DE 18/08/2004",,"- DEJADA SIN EFECTO
- Previsionales
", - , - 
POL193005,Res. 019 del 22/01/1993,ANDUEZA & SEDGWICKCORREDORES DE SEGUROS S.A.,Seguro Personal Comprensivo.	,,"- Incendio
- MODELO PROHIBIDO
- Multirriesgo
- Responsabilidad Civil
- Robo
- Vehiculos Motorizados
", - ,171 del 19/06/2014
POL193002,Res. 016 del 19/01/1993,INTERAMERICANA CIA. DE SEGUROS GENERALES S. A.,Poliza de Maquinaria y Equipo Movil Agricola.	,,"- Ingeniería y Computadores
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
POL193003,Res. 017 del 19/01/1993,INTERAMERICANA CIA. DE SEGUROS GENERALES S. A.,Poliza de Accidentes Personales Para Pasajeros de Vehiculos Motorizados.	,,"- Accidentes Personales
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
POL193004,Res. 018 del 19/01/1993,ASOCIACION DE ASEGURADORES DE CHILE A.G.,Poliza de Seguro de Equipo de Contratista.	,,"- Ingeniería y Computadores
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
CAD293001,Res. 011 del 18/01/1993,INTERAMERICANA CIA. DE SEGUROS DE VIDA S. A.,"CLAUSULA DE EXONERACION DE PAGO DE PRIMAS POR INVALIDEZ TOTAL Y PERMANENTE, ADICIONAL A: SEGURO DE VIDA TEMPORAL DECRECIENTE, CODIGO POL 2 91 047, SEGURO DE VIDA CON VALORES GARANTIZADOS, CODIGO POL 2 92 066, Y SEGURO DE VIDA SIN VALORES GARANTIZADOS, CODIGO POL 2 92 090; SEGURO DE VIDA TEMPORAL RENOVABLE, COD. POL 2 04 081.
MODIFICADA POR RES.244 DE 23.11.93. MODELO PROHIBIDO POR RESOLUCION N°541 DE 15/09/2010.	",,"- MODELO PROHIBIDO
- Salud
", - ,541 del 15/09/2010
CAD192121,Res. 292 del 31/12/1992,ASOCIACION DE ASEGURADORES DE CHILE A.G.,"Clausula de Robo de Accesorios, adicional a: Poliza de Seguro para Vehiculos Motorizados, codigo POL 1 92 120, a Poliza de Seguro para Vehiculos Motorizados, codigo POL 1 98 022.Modificada por Res.178 de 26.05.98.	",,"- MODELO PROHIBIDO
- Vehiculos Motorizados
", - ,171 del 19/06/2014
CAD192122,Res. 292 del 31/12/1992,ASOCIACION DE ASEGURADORES DE CHILE A.G.,"CLAUSULA DE DAÑOS MATERIALES A CONSECUENCIA DE HUELGA Y TERRORISMO, ADICIONAL A: POLIZA DE SEGURO PARA VEHICULOS MOTORIZADOS, COD. POL 1 92 120; POLIZA DE VEHICULOS MOTORIZADOS, COD. POL 1 98 022; POLIZA DE SEGURO PARA VEHICULOS MOTORIZADOS, COD. POL 1 07 045.


MODIFICADA POR RES.178 DE 26.05.98.	",,"- MODELO PROHIBIDO
- Vehiculos Motorizados
", - ,171 del 19/06/2014
CAD192123,Res. 292 del 31/12/1992,ASOCIACION DE ASEGURADORES DE CHILE A.G.,"CLAUSULA DE DAÑOS MATERIALES A CONSECUENCIA DE ACTOS MALICIOSOS, ADICIONAL A: POLIZA DE SEGURO PARA VEHICULOS MOTORIZADOS, COD. POL 1 92 120; 	POLIZA DE SEGURO PARA VEHICULOS MOTORIZADOS COD. POL 1 98 022;  POLIZA DE SEGURO PARA VEHICULOS MOTORIZADOS, COD. POL 1 07 045.",,"- MODELO PROHIBIDO
- Vehiculos Motorizados
", - ,171 del 19/06/2014
CAD192124,Res. 292 del 31/12/1992,ASOCIACION DE ASEGURADORES DE CHILE A.G.,"Clausula de Daños Materiales a Consecuencia de Riesgos de la Naturaleza, adicional a: Poliza de Seguro para Vehiculos Motorizados, codigo POL 1 92 120, y a Poliza de Seguro para Vehiculos Motorizados, codigo POL 1 98 022.Modificada por Res.178 de 26.05.98.	",,"- MODELO PROHIBIDO
- Vehiculos Motorizados
", - ,171 del 19/06/2014
CAD192125,Res. 292 del 31/12/1992,ASOCIACION DE ASEGURADORES DE CHILE A.G.,"Clausula de Daños Materiales a Consecuencia de Granizo, adicional a: Poliza de Seguro para Vehiculos Motorizados, codigo POL 1 92 120, y a Poliza de Seguro para Vehiculos Motorizados, codigo POL 1 98 022.Modificada por Res.178 de 26.05.98.	",,"- MODELO PROHIBIDO
- Vehiculos Motorizados
", - ,171 del 19/06/2014
CAD192126,Res. 292 del 31/12/1992,ASOCIACION DE ASEGURADORES DE CHILE A.G.,"Clausula de Daños Materiales a Consecuencia de Sismo, adicional a: Poliza de Seguro para Vehiculos Motorizados, codigo POL 1 92 120, y a Poliza de Seguro para Vehiculos Motorizados, codigo POL 1 98 022.Modificada por Res.178 de 26.05.98.	",,"- MODELO PROHIBIDO
- Vehiculos Motorizados
", - ,171 del 19/06/2014
CAD192127,Res. 292 del 31/12/1992,ASOCIACION DE ASEGURADORES DE CHILE A.G.,"Clausula de Daños Materiales Causados por la Propia Carga, adicional a: Poliza de Seguro para Vehiculos Motorizados, codigo POL 1 92 120, y a Poliza de Seguro para Vehiculos Motorizados, codigo POL 1 98 022.Modificada por Res.178 de 26.05.98.	",,"- MODELO PROHIBIDO
- Vehiculos Motorizados
", - ,171 del 19/06/2014
CAD192128,Res. 292 del 31/12/1992,ASOCIACION DE ASEGURADORES DE CHILE A.G.,"CLAUSULA DE DAÑOS MATERIALES A CONSECUENCIA DE ACTOS MALICIOSOS, ADICIONAL A: POLIZA DE SEGURO PARA VEHICULOS MOTORIZADOS, COD. POL 1 92 120; 	POLIZA DE SEGURO PARA VEHICULOS MOTORIZADOS COD. POL 1 98 022;  POLIZA DE SEGURO PARA VEHICULOS MOTORIZADOS, COD. POL 1 07 045.",,"- MODELO PROHIBIDO
- Vehiculos Motorizados
", - ,171 del 19/06/2014
CAD192129,Res. 292 del 31/12/1992,ASOCIACION DE ASEGURADORES DE CHILE A.G.,"Clausula de Daños al Vehiculo durante Viajes al Extranjero adicional a: Poliza de Seguro para Vehiculos Motorizados, codigo POL 1 92 120, y a Poliza de Seguro para Vehiculos Motorizados, codigo POL 1 98 022.Modificada por Res.038 de 23.02.93.Modificada por Res.178 de 26.05.98.	",,"- MODELO PROHIBIDO
- Vehiculos Motorizados
", - ,171 del 19/06/2014
CAD192130,Res. 292 del 31/12/1992,ASOCIACION DE ASEGURADORES DE CHILE A.G.,"Clausula de Daños a Terceros Causados por la Carga adicional a: Poliza de Seguro para Vehiculos Motorizados, codigo POL 1 92 120.	",,"- MODELO PROHIBIDO
- Vehiculos Motorizados
", - ,171 del 19/06/2014
CAD192131,Res. 292 del 31/12/1992,ASOCIACION DE ASEGURADORES DE CHILE A.G.,"Clausula de Daños a Terceros Causados por Conductores Dependientes adicional a: Poliza de Seguro para Vehiculos Motorizados, codigo POL 1 92 120.	",,"- MODELO PROHIBIDO
- Vehiculos Motorizados
", - ,171 del 19/06/2014
CAD192132,Res. 292 del 31/12/1992,ASOCIACION DE ASEGURADORES DE CHILE A.G.,"Clausula de Defensa Penal y Constitucion de Fianza, adicional a: Poliza de Seguro para Vehiculos Motorizados, codigo POL 1 92 120, y a Poliza de Seguro para Vehiculos Motorizados, codigo POL 1 98 022.Modificada por Res.178 de 26.05.98.	",,"- MODELO PROHIBIDO
- Vehiculos Motorizados
", - ,171 del 19/06/2014
CAD292113,Res. 291 del 31/12/1992,COMPAñIA DE SEGUROS DE VIDA LA CHILENA CONSOLIDADA S.A.,"CLAUSULA DE SEGURO DE VIDA PARA EL CONYUGE E HIJOS SOBREVIVIENTES, ADICIONAL A: SEGURO DE VIDA PROTECCION FAMILIAR, CODIGO POL 2 92 112 Y SEGURO DE VIDA PROTECCION FAMILIAR, COD. POL 2 04 079.",,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
CAD292114,Res. 291 del 31/12/1992,COMPAñIA DE SEGUROS DE VIDA LA CHILENA CONSOLIDADA S.A.,"CLAUSULA DE INDEMNIZACION POR ACTO QUIRURGICO, ADICIONAL A: SEGURO DE VIDA PROTECCION FAMILIAR INSCRITA EN EL REGISTRO DE POLIZAS BAJO EL CODIGO POL 2 92 112; SEGURO DE VIDA TEMPORAL RENOVABLE, CODIGO POL 2 02 004; SEGURO DE VIDA PROTECCION FAMILIAR, COD. POL 2 04 079; SEGURO DE VIDA PROTECCIÓN  FAMILIAR ""TOP"" SEGURO DE VIDA TEMPORAL RENOVABLE SIN VALORES GARANTIZADOS, COD. POL 2 09 058.MODELO PROHIBIDO POR RESOLUCION N°541 DE 15/09/2010.",,"- MODELO PROHIBIDO
- Salud
", - ,541 del 15/09/2010
CAD292115,Res. 291 del 31/12/1992,COMPAñIA DE SEGUROS DE VIDA LA CHILENA CONSOLIDADA S.A.,"CLAUSULA DE RENTA EDUCACIONALES A LOS HIJOS SOBREVIVIENTES, ADICIONAL A: SEGURO DE VIDA PROTECCION FAMILIAR, CODIGO POL 2 92 112; SEGURO DE VIDA TEMPORAL RENOVABLE, CODIGO POL 2 02 004; SEGURO DE VIDA PROTECCION FAMILIAR, COD. POL 2 04 079.",,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
CAD292116,Res. 291 del 31/12/1992,COMPAñIA DE SEGUROS DE VIDALA CHILENA CONSOLIDADA S.A.,"CLAUSULA DE INCORPORACION DE NUEVOS HIJOS, ADICIONAL A: SEGURO DE VIDA PROTECCION FAMILIAR, CODIGO POL 2 92 112; SEGURO DE VIDA PROTECCIÓN FAMILIAR, COD. POL 2 04 079; SEGURO DE VIDA TEMPORAL RENOVABLE, CODIGO POL 2 02 004; SEGURO DE VIDA PROTECCION FAMILIAR ""VIDA MUJER"" SEGURO DE VIDA TEMPORAL RENOVABLE, COD. POL 2 05 045; SEGURO DE VIDA PROTECCIÓN FAMILIAR ""MAS"" SEGURO DE VIDA TEMPORAL RENOVABLE, COD. POL 2 12 111.",,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
CAD292117,Res. 291 del 31/12/1992,COMPAñIA DE SEGUROS DE VIDA LA CHILENA CONSOLIDADA S.A.,"CLAUSULA DE EXONERACION DE PAGO DE PRIMAS POR INVALIDEZ POR ACCIDENTE, ADICIONAL A: SEGURO DE VIDA PROTECCION FAMILIAR, CODIGO POL 2 92 112 Y SEGURO DE VIDA PROTECCION FAMILIAR, COD. POL 2 04 079.",,"- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
CAD292118,Res. 291 del 31/12/1992,COMPAñIA DE SEGUROS DE VIDA LA CHILENA CONSOLIDADA S.A.,"CLAUSULA DE INVALIDEZ ACCIDENTAL, ADICIONAL A: SEGURO DE VIDA PROTECCION FAMILIAR INSCRITA EN EL REGISTRO DE POLIZAS BAJO EL CODIGO POL 2 92 112; SEGURO DE VIDA TEMPORAL RENOVABLE, CODIGO POL 2 02 004; SEGURO DE VIDA PROTECCION FAMILIAR, COD. POL 2 04 079; SEGURO DE VIDA PROTECCIÓN  FAMILIAR ""TOP"" SEGURO DE VIDA TEMPORAL RENOVABLE SIN VALORES GARANTIZADOS, COD. POL 2 09 058; SEGURO DE VIDA PROTECCIÓN FAMILIAR ""MAS"" SEGURO DE VIDA TEMPORAL RENOVABLE, COD. POL 2 12 111.",,"- Accidentes Personales
- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
CAD292119,Res. 291 del 31/12/1992,COMPAñIA DE SEGUROS DE VIDA LA CHILENA CONSOLIDADA S.A.,"CLAUSULA DE MUERTE ACCIDENTAL, ADICIONAL A: SEGURO DE VIDA PROTECCION FAMILIAR INSCRITA EN EL REGISTRO DE POLIZAS BAJO EL CODIGO POL 2 92 112;  SEGURO DE VIDA TEMPORAL RENOVABLE, CODIGO POL 2 02 004;  SEGURO DE VIDA PROTECCION FAMILIAR, COD. POL 2 04 079; SEGURO DE VIDA PROTECCIÓN  FAMILIAR ""TOP"" SEGURO DE VIDA TEMPORAL RENOVABLE SIN VALORES GARANTIZADOS, COD. POL 2 09 058; SEGURO DE VIDA PROTECCIÓN FAMILIAR ""MAS"" SEGURO DE VIDA TEMPORAL RENOVABLE, COD. POL 2 12 111.",,"- Accidentes Personales
- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
CAD292134,Res. 294 del 31/12/1992,ASOCIACION DE ASEGURADORES DE CHILE A.G.,"CLAUSULA PAGO ANTICIPADO DEL CAPITAL ASEGURADO EN CASO DE INVALIDEZ PERMANENTE, ADICIONAL A: POLIZA DE SEGURO DE VIDA INDIVIDUAL, CODIGO POL 2 91 009; SEGURO DE VIDA CON VALORES GARANTIZADOS, CODIGO POL 2 92 066; SEGURO DE VIDA SIN VALORES GARANTIZADOS, CODIGO POL 2 92 090; SEGURO COLECTIVO TEMPORAL DE VIDA, CODIGO POL 2 92 098; POLIZA DE SEGURO COLECTIVO TEMPORAL DE VIDA, CODIGO POL 2 95 043; SEGURO DE VIDA INDIVIDUAL, CODIGO POL 2 97 025; SEGURO DE VIDA INDIVIDUAL CON PRIMAS VARIABLES, CÓDIGO POL 2 97 030; POLIZA DE SEGURO DE VIDA INDIVIDUAL, CODIGO POL 2 98 034; POLIZA DE SEGURO COLECTIVO TEMPORAL DE VIDA CON AHORRO, COD. POL 2 02 007; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 2 03 010; SEGURO COLECTIVO DE VIDA, COD. POL 2 04 071; SEGURO DE VIDA INDIVIDUAL DE AHORRO, COD. POL 2 04 080; SEGURO DE VIDA TEMPORAL RENOVABLE, COD. POL 2 04 081; SEGURO DE VIDA INDIVIDUAL DE AHORRO, COD. POL 2 04 088; SEGURO COLECTIVO TEMPORAL DE VIDA COD. POL 2 05 001; SEGURO DE VIDA INDIVIDUAL DE AHORRO, COD. POL 2 05 010; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 2 06 023; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 07 007; SEGURO DE VIDA INDIVIDUAL DE AHORRO CON 57 BIS, COD. POL 2 07 013; SEGURO DE VIDA INDIVIDUAL TEMPORAL Y  RENOVABLE ANUALMENTE, COD. POL 2 08 037; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 08 067; SEGURO COLECTIVO TEMPORAL DE VIDA CON PROTECCION FAMILIAR, COD. POL 2 08 068; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD POL 2 09 095; POLIZA DE  SEGURO COLECTIVO DE VIDA, COD. POL 2 09 135; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 10 026; SEGURO COLECTIVO TEMPORAL DE VIDA CON PROTECCION FAMILIAR, COD. POL 2 10 027.

 MODIF POR RES.: 007 DE 13.01.93 - 152 DE 12.07.95. - 183 DE 28.05.98 - 009 DE 08.01.99 - 298 DE 21.10.2000. MODELO PROHIBIDO POR RESOLUCION N°541 DE 15/09/2010.",,"- MODELO PROHIBIDO
- Salud
", - ,541 del 15/09/2010
CAD292135,Res. 294 del 31/12/1992,ASOCIACION DE ASEGURADORES DE CHILE A.G.,"CLAUSULA PAGO ANTICIPADO DEL CAPITAL ASEGURADO EN CASO DE INVALIDEZ PERMANENTE DOS TERCIOS, ADICIONAL A: POLIZA DE SEGURO DE VIDA SOBRE PROTECCION FAMILIAR, CODIGO POL 2 91 005; POLIZA DE SEGURO DE VIDA DOTAL INCREMENTADO EN 50% EN CASO DE FALLECIMIENTO DEL ASEGURADO, CODIGO POL 2 91 006; POLIZA DE SEGURO DE VIDA DOTAL DE FRACCIONES ANTICIPADAS, CODIGO POL 2 91 007; POLIZA DE SEGURO DE VIDA INDIVIDUAL, CODIGO POL 2 91 009; SEGURO DE VIDA CON VALORES GARANTIZADOS, CODIGO POL 2 92 066; SEGURO DE VIDA SIN VALORES GARANTIZADOS, CODIGO POL 2 92 090; SEGURO COLECTIVO TEMPORAL DE VIDA, CODIGO POL 2 92 098; POLIZA DE SEGURO COLECTIVO TEMPORAL DE VIDA, CODIGO POL 2 95 043; POLIZA DE SEGURO DE VIDA INDIVIDUAL VARIABLE, CODIGO POL 2 96 050; SEGURO DE VIDA INDIVIDUAL, CODIGO POL 2 97 025; SEGURO DE VIDA INDIVIDUAL CON PRIMAS VARIABLES, CODIGO POL 2 97 030; POLIZA DE SEGURO DE VIDA INDIVIDUAL, CODIGO POL 2 98 034; SEGURO COLECTIVO TEMPORAL DE VIDA CON AHORRO, COD. POL 2 02 007; PÓLIZA DE SEGURO DE VIDA CON AHORRO CÓDIGO POL 2 02 061; SEGURO DE VIDA ENTERA CON RENTABILIDAD VARIABLE, COD. POL 2 03 001; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 2 03 010; SEGURO DE VIDA INDIVIDUAL, CÓD. POL 2 04 027; SEGURO COLECTIVO DE VIDA, COD. POL 2 04 071; SEGURO DE VIDA INDIVIDUAL DE AHORRO, COD, POL 2 04 080; SEGURO DE VIDA TEMPORAL RENOVABLE, COD. POL 2 04 081; SEGURO DE VIDA INDIVIDUAL DE AHORRO, COD. POL 2 04 088; SEGURO COLECTIVO TEMPORAL DE VIDA COD. POL 2 05 001; SEGURO DE VIDA INDIVIDUAL DE AHORRO, COD. POL 2 05 010; SEGURO COLECTIVO TEMPORAL DE VIDA; COD. POL 2 05 016; SEGURO DE VIDA Y AHORRO CON RENTABILIDAD VARIABLE, COD. POL 2 06 012; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 2 06 023; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 07 007; SEGURO DE VIDA INDIVIDUAL DE AHORRO CON 57 BIS, COD. POL 2 07 013; SEGURO DE VIDA INDIVIDUAL TEMPORAL Y  RENOVABLE ANUALMENTE, COD. POL 2 08 037; SEGURO DE VIDA Y AHORRO CON RENTABILIDAD VARIABLE, COD. POL 2 09 004; SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD POL 2 09 095; POLIZA DE  SEGURO COLECTIVO DE VIDA, COD. POL 2 09 135; SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL210026; SEGURO COLECTIVO TEMPORAL DE VIDA CON PROTECCION FAMILIAR, COD. POL210027.


MODIF POR RES.: 007 DE 13.01.93 - 145 DE 28.06.93 -152 DE 12.07.95 -183 DE 28.05.98 - 009 DE 08.01.99 - 290 DE 01.09.99 - 048 DE 08.02.01. MODELO PROHIBIDO POR RESOLUCION N°541 DE 15/09/2010.",,"- MODELO PROHIBIDO
- Salud
- Vida
", - ,541 del 15/09/2010
